dataset_index,path,true_class,predicted_class,original_brightness
1252,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-8\2019_0811_175830_003 0533_0.jpg,A-8,A-17,163.93231201171875
1255,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-8\2019_0814_154857_003 0369_1.jpg,A-8,A-29,76.41607666015625
1261,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-8\2019_0815_090538_005 1480_0.jpg,A-8,A-2,66.45317077636719
1265,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-8\2019_0830_154511_013 79_0.jpg,A-8,A-1,111.5552749633789
1280,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-18\2019_0814_162326_004 1613_0.jpg,B-18,B-33,102.25851440429688
1295,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-2\2019_0809_162432_004 1546_0.jpg,B-2,B-36,104.40923309326172
1381,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-21\2019_0714_142630_003 091_0.jpg,B-21,D-27,108.015625
1393,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-21\2019_0811_175830_003 0565_0.jpg,B-21,B-22,94.75616455078124
1395,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-21\2019_0811_183255_004 0766_0.jpg,B-21,B-22,40.354583740234375
1407,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-21\2019_0830_154511_013 67_0.jpg,B-21,B-22,84.24527740478516
1408,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-21\2019_0901_165821_014 0900_0.jpg,B-21,B-22,100.15827178955078
1414,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0714_142630_003 087_mirrored_1.jpg,B-22,B-27,76.36709594726562
1415,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0714_142630_003 091_mirrored_0.jpg,B-22,D-29,142.92332458496094
1417,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0721_171043_003 0739_0.jpg,B-22,B-21,176.8347930908203
1419,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0811_175830_003 0707_0.jpg,B-22,B-21,141.66690063476562
1420,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0811_175830_003 0708_0.jpg,B-22,B-21,109.80860900878906
1422,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0814_162326_004 1626_0.jpg,B-22,B-21,102.54484558105467
1423,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0814_162326_004 1627_0.jpg,B-22,B-21,59.21297836303711
1424,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0815_090538_005 1543_0.jpg,B-22,B-21,107.15300750732422
1425,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0815_090538_005 1544_0.jpg,B-22,B-21,65.82982635498047
1428,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0901_165821_014 2005_0.jpg,B-22,B-21,122.8903579711914
1431,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2019_0920_164444_043 0989_0.jpg,B-22,B-21,63.88695526123047
1433,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2020_0215_102737_009 1830_0.jpg,B-22,B-21,97.82096099853516
1434,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2020_0215_102737_009 1831_0.jpg,B-22,B-21,122.85188293457033
1435,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2020_0215_121321_011 214_0.jpg,B-22,B-21,132.9646759033203
1440,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2020_0229_084843_018 1016_0.jpg,B-22,B-21,55.61275863647461
1441,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2020_0229_092307_019 138_0.jpg,B-22,B-21,54.75300598144531
1442,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2020_0410_162215_007 1886_0.jpg,B-22,B-21,148.9375457763672
1444,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2020_0410_162215_007 1888_0.jpg,B-22,B-21,143.64010620117188
1446,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-22\2020_0508_164957_013 506_0.jpg,B-22,B-21,76.2271957397461
1453,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-25\2019_0719_142601_003 1099_0.jpg,B-25,B-18,181.56790161132807
1506,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-25\2019_0726_185626_003 153_0.jpg,B-25,B-33,71.77885437011719
1541,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-25\2019_0809_162432_004 0575_0.jpg,B-25,B-33,146.99278259277344
1589,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-25\2019_0815_090538_005 0666_0.jpg,B-25,B-27,98.8134994506836
1592,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-25\2019_0815_090538_005 0849_0.jpg,B-25,B-33,85.69568634033203
1615,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-26\2019_0811_183255_004 0298_0.jpg,B-26,B-25,103.75211334228516
1630,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-27\2019_0719_142601_003 1873_0.jpg,B-27,B-34,133.9015655517578
1637,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-27\2019_0811_183255_004 0595_0.jpg,B-27,D-2,123.01171112060548
1639,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-27\2019_0815_090538_005 0709_0.jpg,B-27,B-42,121.26000213623048
1651,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-27\2019_0901_165821_014 1815_0.jpg,B-27,B-42,68.82730102539062
1656,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0714_142630_003 007_0.jpg,B-33,A-6b,98.1811065673828
1659,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0719_142601_003 0098_0.jpg,B-33,C-2,104.9013442993164
1664,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0719_142601_003 0119_0.jpg,B-33,B-34,145.61056518554688
1691,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0719_142601_003 0368_0.jpg,B-33,B-18,94.4856185913086
1726,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0719_142601_003 1331_0.jpg,B-33,B-18,111.3015594482422
1731,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0719_142601_003 1495_0.jpg,B-33,C-16,118.3806381225586
1763,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0719_150032_004 0287_0.jpg,B-33,B-18,144.92153930664062
1790,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0721_171043_003 0920_0.jpg,B-33,B-34,148.51583862304688
1823,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0726_185626_003 964_0.jpg,B-33,B-9,215.796875
1866,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0809_155001_003 1160_0.jpg,B-33,B-25,151.72003173828125
1867,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0809_155001_003 1160_1.jpg,B-33,B-25,168.70510864257812
1914,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0809_162432_004 1257_0.jpg,B-33,B-18,142.38958740234375
1919,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0809_162432_004 1298_0.jpg,B-33,B-18,150.24424743652344
1933,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0811_175830_003 0782_0.jpg,B-33,B-18,196.5606231689453
1936,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0811_183255_004 0336_0.jpg,B-33,B-34,84.46651458740234
1950,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0811_183255_004 0965_0.jpg,B-33,B-34,19.60033226013184
1957,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0811_183255_004 1142_0.jpg,B-33,B-34,115.27564239501952
1970,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-33\2019_0811_190715_005 286_1.jpg,B-33,C-13,125.22364044189452
2038,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-36\2019_0721_171043_003 0512_0.jpg,B-36,C-13,41.98038101196289
2163,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-42\2019_0809_155001_003 1190_0.jpg,B-42,B-34,204.6999664306641
2169,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-42\2019_0815_090538_005 1351_0.jpg,B-42,B-27,51.60429000854492
2202,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-43\2019_1223_114427_004 1296_0.jpg,B-43,B-33,159.015625
2242,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-5\2019_0922_153729_042 0172_0.jpg,B-5,B-27,69.17334747314453
2244,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-5\2019_0927_161359_043 1821_0.jpg,B-5,B-18,109.53028869628906
2262,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\B-8\2019_0814_162326_004 0334_0.jpg,B-8,B-9,136.97314453125
2285,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0714_142630_003 093_mirrored_0.jpg,C-10,B-21,120.17356872558594
2287,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1027_mirrored_0.jpg,C-10,D-24,136.70596313476562
2290,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1110_mirrored_0.jpg,C-10,C-9,135.169189453125
2294,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1168_mirrored_0.jpg,C-10,C-9,180.31968688964844
2300,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1308_0.jpg,C-10,C-16,97.14462280273438
2301,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1309_0.jpg,C-10,C-2,115.55287170410156
2303,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1311_0.jpg,C-10,C-9,103.99617767333984
2310,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1331_mirrored_1.jpg,C-10,C-9,108.09386444091795
2313,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1356_mirrored_0.jpg,C-10,C-9,98.29290008544922
2326,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1677_mirrored_0.jpg,C-10,C-9,146.013427734375
2328,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1683_mirrored_0.jpg,C-10,C-9,91.14266967773438
2330,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1793_mirrored_0.jpg,C-10,C-9,143.2733154296875
2331,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1799_mirrored_0.jpg,C-10,C-4,108.3837432861328
2335,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1808_mirrored_0.jpg,C-10,C-9,67.15409088134766
2337,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1855_mirrored_0.jpg,C-10,C-9,62.35562133789063
2338,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1862_mirrored_0.jpg,C-10,C-4,146.96112060546875
2340,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1971_mirrored_0.jpg,C-10,C-9,115.62462615966795
2341,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 1983_mirrored_0.jpg,C-10,C-9,169.0296173095703
2343,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 2047_mirrored_0.jpg,C-10,C-16,37.46536636352539
2345,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 2049_mirrored_0.jpg,C-10,C-9,54.99039840698242
2347,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_142601_003 2063_mirrored_0.jpg,C-10,C-9,44.38642883300781
2350,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_150032_004 0498_mirrored_0.jpg,C-10,C-4,120.1877212524414
2355,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_150032_004 0645_mirrored_0.jpg,C-10,C-9,95.48176574707033
2357,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_150032_004 0660_mirrored_0.jpg,C-10,C-9,85.18729400634766
2359,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0719_150032_004 1443_mirrored_0.jpg,C-10,C-9,57.34464263916016
2362,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0424_mirrored_0.jpg,C-10,C-9,68.79440307617188
2363,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0425_mirrored_0.jpg,C-10,C-9,84.06858825683594
2365,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0508_mirrored_0.jpg,C-10,C-4,34.00986862182617
2366,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0510_mirrored_0.jpg,C-10,C-9,96.65987396240234
2367,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0561_mirrored_0.jpg,C-10,B-34,41.94688415527344
2368,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0562_mirrored_0.jpg,C-10,C-9,65.22159576416016
2369,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0563_mirrored_0.jpg,C-10,C-9,93.5832748413086
2370,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0589_mirrored_0.jpg,C-10,C-9,51.34873580932617
2372,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0671_mirrored_0.jpg,C-10,C-9,186.24383544921875
2374,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0672_mirrored_0.jpg,C-10,C-9,56.77945327758789
2376,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0721_171043_003 0674_mirrored_0.jpg,C-10,C-9,77.82453155517578
2387,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0809_155001_003 0072_mirrored_0.jpg,C-10,C-9,57.81314086914063
2389,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0809_155001_003 1218_mirrored_0.jpg,C-10,C-4,69.68180847167969
2392,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0809_155001_003 1310_mirrored_0.jpg,C-10,C-9,116.64263916015624
2394,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0809_155001_003 1315_mirrored_0.jpg,C-10,C-9,149.2735595703125
2401,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0809_155001_003 1458_mirrored_0.jpg,C-10,C-9,65.46797943115234
2403,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0809_155001_003 1518_0.jpg,C-10,C-9,139.2958984375
2410,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0809_155001_003 1541_mirrored_0.jpg,C-10,C-9,96.61373901367188
2426,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0809_155001_003 2042_mirrored_0.jpg,C-10,C-9,76.89092254638672
2429,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\C-10\2019_0809_162432_004 0015_mirrored_0.jpg,C-10,C-9,139.68380737304688
